"sample","power"
2,0.0790790790790791
3,0.141141141141141
4,0.183183183183183
5,0.245245245245245
7,0.356356356356356
10,0.495495495495495
15,0.66966966966967
20,0.787787787787788
30,0.912912912912913
40,0.982982982982983
50,0.994994994994995
100,1
200,1
300,1
400,1
500,1
