"sample","power"
20,0.793793793793794
21,0.796796796796797
22,0.817817817817818
23,0.836836836836837
24,0.855855855855856
25,0.885885885885886
26,0.88988988988989
27,0.910910910910911
28,0.901901901901902
29,0.923923923923924
30,0.911911911911912
31,0.936936936936937
32,0.957957957957958
33,0.946946946946947
34,0.944944944944945
35,0.962962962962963
36,0.962962962962963
37,0.966966966966967
38,0.97997997997998
39,0.980980980980981
40,0.981981981981982
