"sample","power"
90,0.753753753753754
91,0.76976976976977
92,0.794794794794795
93,0.748748748748749
94,0.791791791791792
95,0.782782782782783
96,0.781781781781782
97,0.77977977977978
98,0.813813813813814
99,0.816816816816817
100,0.787787787787788
101,0.813813813813814
102,0.802802802802803
103,0.817817817817818
104,0.805805805805806
105,0.818818818818819
106,0.816816816816817
107,0.834834834834835
108,0.832832832832833
109,0.823823823823824
110,0.832832832832833
