"sample","power"
2,0.048048048048048
3,0.0650650650650651
4,0.0700700700700701
5,0.0910910910910911
7,0.129129129129129
10,0.133133133133133
15,0.165165165165165
20,0.235235235235235
30,0.336336336336336
40,0.435435435435435
50,0.503503503503503
100,0.803803803803804
200,0.976976976976977
300,0.994994994994995
400,1
500,1
